fieldsample_barcode	mfd_sampletype	mfd_areatype	mfd_hab1_code	mfd_hab1	mfd_hab2_code	mfd_hab2	mfd_hab3_code	mfd_hab3	latitude	longitude	coords_reliable	env_broad_scale	env_local_scale	env_medium	cur_vegetation	cur_land_use	misc_param_json	underspecified_slots
MFD00112	Sediment	Natural		Freshwater		Standing freshwater		Lake, Dystrophic	56.7277596564985	9.80168365556231	Yes	freshwater biome [ENVO:00000873]	humic lake [ENVO:01001021]	sediment [ENVO:00002007]			"[{""has_attribute_label"":""sample qualifier"",""has_value_term_label"":""dystrophic""}]"	
MFD00113	Sediment	Natural		Freshwater		Standing freshwater		Lake, Rich pondweed	56.6852581233519	9.79981725072894	Yes	freshwater biome [ENVO:00000873]	eutrophic lake [ENVO:01000548]	sediment [ENVO:00002007]	Lake, Rich pondweed			
MFD00114	Sediment	Natural		Freshwater		Standing freshwater		Lake, Rich pondweed	57.4981015445612	10.2050136934458	Yes	freshwater biome [ENVO:00000873]	eutrophic lake [ENVO:01000548]	sediment [ENVO:00002007]	Lake, Rich pondweed			
MFD00115	Soil	Natural		Bogs, mires and fens		Calcareous fens		Petrifying springs	55.31663	11.41903	Yes	flooded grassland biome [ENVO:01000195]	spring [ENVO:00000027]	soil [ENVO:00001998]	Calcareous fens	marshlands		
MFD00116	Sediment	Natural		Freshwater		Standing freshwater		Lake shores and lagoons	56.885496075785	9.17087259604167	Yes	freshwater biome [ENVO:00000873]	lagoon [ENVO:00000038]	sediment [ENVO:00002007]				
MFD00117	Soil	Natural		Grassland formations		Semi-natural tall-herb humid meadows		Hydrophilous tall-herb swamp	55.27255	11.40555	Yes	grassland biome [ENVO:01000177]	freshwater marsh [ENVO:00000053]	soil [ENVO:00001998]	Hydrophilous tall-herb swamp	meadows		
MFD00118	Soil	Natural		Forests		Temperate forests		Old acidophilous oak woods with Q. robur on sandy plains	56.481	8.89843	Yes	temperate broadleaf forest biome [ENVO:01000202]	temperate deciduous broadleaf forest [ENVO:01000385]	soil [ENVO:00001998]	Old acidophilous oak woods with Q. robur on sandy plains	hardwoods		
MFD00119	Soil	Natural		Forests		Temperate forests		Alluvial woodland	56.12547	9.49935	Yes	temperate broadleaf forest biome [ENVO:01000202]	temperate freshwater swamp forest [ENVO:01000398]	soil [ENVO:00001998]	Alluvial woodland	hardwoods		
MFD00120	Soil	Natural		Forests		Temperate forests		Beech forests Asperulo-Fagetum	56.08717	10.23543	Yes	temperate broadleaf forest biome [ENVO:01000202]	temperate deciduous broadleaf forest [ENVO:01000385]	soil [ENVO:00001998]	Beech forests Asperulo-Fagetum	hardwoods		
MFD00121	Soil	Natural		Forests		Temperate forests		Oak-hornbeam mixed forest	56.47287	9.62987	Yes	temperate broadleaf forest biome [ENVO:01000202]	temperate deciduous broadleaf forest [ENVO:01000385]	soil [ENVO:00001998]	Oak-hornbeam mixed forest	hardwoods		
MFD00122	Soil	Natural		Forests		Temperate forests		Beech forests Limestone	55.67394	9.84239	Yes	temperate broadleaf forest biome [ENVO:01000202]	temperate deciduous broadleaf forest [ENVO:01000385]	soil [ENVO:00001998]	Beech forests Limestone	hardwoods		
MFD00123	Soil	Natural		Forests		Temperate forests		Beech forests Limestone	56.10089	10.23847	Yes	temperate broadleaf forest biome [ENVO:01000202]	temperate deciduous broadleaf forest [ENVO:01000385]	soil [ENVO:00001998]	Beech forests Limestone	hardwoods		
MFD00124	Soil	Natural		Grassland formations		Semi-natural dry grasslands		Species-rich Nardus upland grassland	56.89011	9.09805	Yes	grassland biome [ENVO:01000177]	temperate grassland [ENVO:01001811]	soil [ENVO:00001998]	Species-rich Nardus upland grassland	meadows		
MFD00125	Soil	Natural		Forests		Temperate forests		Beech forests Luzulo-Fagetum	56.36743	9.35858	Yes	temperate broadleaf forest biome [ENVO:01000202]	temperate deciduous broadleaf forest [ENVO:01000385]	soil [ENVO:00001998]	Beech forests Luzulo-Fagetum	hardwoods		
MFD00126	Soil	Natural		Temperate heath and scrub		Temperate heath		Dry heath	57.23979	10.955	Yes	shrubland biome [ENVO:01000176]	heath [ENVO:00000107]	soil [ENVO:00001998]	Dry heath	shrub land		
MFD00127	Soil	Natural		Forests		Temperate forests		Beech forests Asperulo-Fagetum	56.08085	10.22957	Yes	temperate broadleaf forest biome [ENVO:01000202]	temperate deciduous broadleaf forest [ENVO:01000385]	soil [ENVO:00001998]	Beech forests Asperulo-Fagetum	hardwoods		
MFD00128	Soil	Natural		Forests		Temperate forests		Bog woodland	56.05986	9.61828	Yes	temperate broadleaf forest biome [ENVO:01000202]	temperate freshwater swamp forest [ENVO:01000398]	soil [ENVO:00001998]	Bog woodland	hardwoods		
MFD00129	Soil	Natural		Forests		Temperate forests		Bog woodland	56.1254	9.49986	Yes	temperate broadleaf forest biome [ENVO:01000202]	temperate freshwater swamp forest [ENVO:01000398]	soil [ENVO:00001998]	Bog woodland	hardwoods		
MFD00130	Soil	Natural		Grassland formations		Semi-natural dry grasslands		Species-rich Nardus upland grassland	56.82247	9.61573	Yes	grassland biome [ENVO:01000177]	temperate grassland [ENVO:01001811]	soil [ENVO:00001998]	Species-rich Nardus upland grassland	meadows		
MFD00131	Soil	Natural		Coastal		Salt marshes and salt meadows		Atlantic salt meadows	57.00047	10.34267	Yes	flooded grassland biome [ENVO:01000195]	saline marsh [ENVO:00000054]	soil [ENVO:00001998]	Atlantic salt meadows	marshlands	"[{""has_attribute_label"":""geographic context"",""has_value_term_label"":""Atlantic coast""}]"	
MFD00132	Soil	Natural		Dunes		Sea dunes		Decalcified Empetrum dunes	57.31661	11.08867	Yes	temperate shrubland biome [ENVO:01000215]	coastal dune [ENVO:00000416]	soil [ENVO:00001998]	Decalcified Empetrum dunes	sand		
MFD00133	Soil	Natural		Dunes		Sea dunes		Fixed dunes (grey dunes)	57.30975	11.0302	Yes	temperate shrubland biome [ENVO:01000215]	coastal dune [ENVO:00000416]	soil [ENVO:00001998]	Fixed dunes (grey dunes)	sand		
MFD00134	Soil	Natural		Dunes		Sea dunes		Humid dune slacks	57.04585	8.58387	Yes	temperate shrubland biome [ENVO:01000215]	dune slack [ENVO:00000308]	soil [ENVO:00001998]	Humid dune slacks	sand		
MFD00135	Soil	Natural		Dunes		Sea dunes		Humid dune slacks	57.01749	10.35497	Yes	temperate shrubland biome [ENVO:01000215]	dune slack [ENVO:00000308]	soil [ENVO:00001998]	Humid dune slacks	sand		
MFD00136	Soil	Natural		Dunes		Sea dunes		Decalcified Empetrum dunes	57.32013	11.16841	Yes	temperate shrubland biome [ENVO:01000215]	coastal dune [ENVO:00000416]	soil [ENVO:00001998]	Decalcified Empetrum dunes	sand		
MFD00137	Soil	Natural		Dunes		Sea dunes		Decalcified Empetrum dunes	57.3089	11.03438	Yes	temperate shrubland biome [ENVO:01000215]	coastal dune [ENVO:00000416]	soil [ENVO:00001998]	Decalcified Empetrum dunes	sand		
MFD00138	Soil	Natural		Coastal		Salt marshes and salt meadows		Atlantic salt meadows	57.47731	10.5127	Yes	flooded grassland biome [ENVO:01000195]	saline marsh [ENVO:00000054]	soil [ENVO:00001998]	Atlantic salt meadows	marshlands	"[{""has_attribute_label"":""geographic context"",""has_value_term_label"":""Atlantic coast""}]"	
MFD00141	Soil	Natural		Dunes		Sea dunes		Embryonic shifting dunes	57.31739	11.05043	Yes	temperate shrubland biome [ENVO:01000215]	coastal dune [ENVO:00000416]	soil [ENVO:00001998]	Embryonic shifting dunes	sand		
MFD00142	Soil	Natural		Temperate heath and scrub		Temperate heath		Dry heath	57.23831	11.0582	Yes	shrubland biome [ENVO:01000176]	heath [ENVO:00000107]	soil [ENVO:00001998]	Dry heath	shrub land		
MFD00143	Soil	Natural		Dunes		Sea dunes		Humid dune slacks	57.13958	9.39476	Yes	temperate shrubland biome [ENVO:01000215]	dune slack [ENVO:00000308]	soil [ENVO:00001998]	Humid dune slacks	sand		
MFD00144	Soil	Natural		Forests		Temperate forests		Old acidophilous oak woods with Q. robur on sandy plains	56.48471	8.894	Yes	temperate broadleaf forest biome [ENVO:01000202]	temperate deciduous broadleaf forest [ENVO:01000385]	soil [ENVO:00001998]	Old acidophilous oak woods with Q. robur on sandy plains	hardwoods		
MFD00145	Soil	Natural		Forests		Temperate forests		Old acidophilous oak woods with Q. robur on sandy plains	56.39868	9.36396	Yes	temperate broadleaf forest biome [ENVO:01000202]	temperate deciduous broadleaf forest [ENVO:01000385]	soil [ENVO:00001998]	Old acidophilous oak woods with Q. robur on sandy plains	hardwoods		
MFD00146	Soil	Natural		Coastal		Salt marshes and salt meadows		Atlantic salt meadows	57.20921	10.51232	Yes	flooded grassland biome [ENVO:01000195]	saline marsh [ENVO:00000054]	soil [ENVO:00001998]	Atlantic salt meadows	marshlands	"[{""has_attribute_label"":""geographic context"",""has_value_term_label"":""Atlantic coast""}]"	
MFD00147	Soil	Natural		Grassland formations		Semi-natural dry grasslands		Species-rich Nardus upland grassland	56.70045	8.46583	Yes	grassland biome [ENVO:01000177]	temperate grassland [ENVO:01001811]	soil [ENVO:00001998]	Species-rich Nardus upland grassland	meadows		
MFD00148	Soil	Natural		Dunes		Sea dunes		Humid dune slacks	57.73791	10.62369	Yes	temperate shrubland biome [ENVO:01000215]	dune slack [ENVO:00000308]	soil [ENVO:00001998]	Humid dune slacks	sand		
MFD00149	Soil	Natural		Temperate heath and scrub		Temperate heath		Dry heath	57.05709	8.55238	Yes	shrubland biome [ENVO:01000176]	heath [ENVO:00000107]	soil [ENVO:00001998]	Dry heath	shrub land		
MFD00150	Soil	Natural		Dunes		Sea dunes		Humid dune slacks	57.73929	10.59285	Yes	temperate shrubland biome [ENVO:01000215]	dune slack [ENVO:00000308]	soil [ENVO:00001998]	Humid dune slacks	sand		
MFD00151	Soil	Natural		Dunes		Sea dunes		Decalcified Empetrum dunes	57.07085	8.60401	Yes	temperate shrubland biome [ENVO:01000215]	coastal dune [ENVO:00000416]	soil [ENVO:00001998]	Decalcified Empetrum dunes	sand		
MFD00152	Soil	Natural		Dunes		Sea dunes		Humid dune slacks	57.63022	10.32044	Yes	temperate shrubland biome [ENVO:01000215]	dune slack [ENVO:00000308]	soil [ENVO:00001998]	Humid dune slacks	sand		
MFD00153	Soil	Natural		Dunes		Sea dunes		Humid dune slacks	57.02762	8.54495	Yes	temperate shrubland biome [ENVO:01000215]	dune slack [ENVO:00000308]	soil [ENVO:00001998]	Humid dune slacks	sand		
MFD00154	Soil	Natural		Dunes		Sea dunes		Humid dune slacks	57.05229	8.92842	Yes	temperate shrubland biome [ENVO:01000215]	dune slack [ENVO:00000308]	soil [ENVO:00001998]	Humid dune slacks	sand		
MFD00155	Soil	Natural		Dunes		Sea dunes		Humid dune slacks	57.63135	10.34091	Yes	temperate shrubland biome [ENVO:01000215]	dune slack [ENVO:00000308]	soil [ENVO:00001998]	Humid dune slacks	sand		
MFD00156	Soil	Natural		Dunes		Sea dunes		Decalcified Empetrum dunes	57.07143	8.59658	Yes	temperate shrubland biome [ENVO:01000215]	coastal dune [ENVO:00000416]	soil [ENVO:00001998]	Decalcified Empetrum dunes	sand		
MFD00157	Soil	Natural		Coastal		Salt marshes and salt meadows		Atlantic salt meadows	56.79342	8.62807	Yes	flooded grassland biome [ENVO:01000195]	saline marsh [ENVO:00000054]	soil [ENVO:00001998]	Atlantic salt meadows	marshlands	"[{""has_attribute_label"":""geographic context"",""has_value_term_label"":""Atlantic coast""}]"	
MFD00158	Soil	Natural		Dunes		Sea dunes		Decalcified Empetrum dunes	57.06924	8.64176	Yes	temperate shrubland biome [ENVO:01000215]	coastal dune [ENVO:00000416]	soil [ENVO:00001998]	Decalcified Empetrum dunes	sand		
MFD00159	Soil	Natural		Dunes		Sea dunes		Decalcified Empetrum dunes	57.05579	8.55856	Yes	temperate shrubland biome [ENVO:01000215]	coastal dune [ENVO:00000416]	soil [ENVO:00001998]	Decalcified Empetrum dunes	sand		
MFD00160	Soil	Natural		Grassland formations		Semi-natural tall-herb humid meadows		Hydrophilous tall-herb swamp	57.63049	10.33736	Yes	grassland biome [ENVO:01000177]	freshwater marsh [ENVO:00000053]	soil [ENVO:00001998]	Hydrophilous tall-herb swamp	meadows		
MFD00161	Soil	Natural		Dunes		Sea dunes		Humid dune slacks	57.74082	10.57091	Yes	temperate shrubland biome [ENVO:01000215]	dune slack [ENVO:00000308]	soil [ENVO:00001998]	Humid dune slacks	sand		
MFD00162	Soil	Natural		Grassland formations		Semi-natural dry grasslands		Species-rich Nardus upland grassland	56.99246	8.91722	Yes	grassland biome [ENVO:01000177]	temperate grassland [ENVO:01001811]	soil [ENVO:00001998]	Species-rich Nardus upland grassland	meadows		
MFD00163	Soil	Natural		Dunes		Sea dunes		Decalcified Empetrum dunes	57.08053	8.62304	Yes	temperate shrubland biome [ENVO:01000215]	coastal dune [ENVO:00000416]	soil [ENVO:00001998]	Decalcified Empetrum dunes	sand		
MFD00164	Soil	Natural		Coastal		Salt marshes and salt meadows		Atlantic salt meadows	56.72579	8.24044	Yes	flooded grassland biome [ENVO:01000195]	saline marsh [ENVO:00000054]	soil [ENVO:00001998]	Atlantic salt meadows	marshlands	"[{""has_attribute_label"":""geographic context"",""has_value_term_label"":""Atlantic coast""}]"	
MFD00165	Soil	Natural		Coastal		Salt marshes and salt meadows		Atlantic salt meadows	56.79431	8.60283	Yes	flooded grassland biome [ENVO:01000195]	saline marsh [ENVO:00000054]	soil [ENVO:00001998]	Atlantic salt meadows	marshlands	"[{""has_attribute_label"":""geographic context"",""has_value_term_label"":""Atlantic coast""}]"	
MFD00166	Soil	Natural		Coastal		Salt marshes and salt meadows		Atlantic salt meadows	56.99447	8.85598	Yes	flooded grassland biome [ENVO:01000195]	saline marsh [ENVO:00000054]	soil [ENVO:00001998]	Atlantic salt meadows	marshlands	"[{""has_attribute_label"":""geographic context"",""has_value_term_label"":""Atlantic coast""}]"	
MFD00198	Sediment	Natural		Freshwater		Running freshwater			56.8255	9.8112	Yes	freshwater biome [ENVO:00000873]	river [ENVO:00000022]	sediment [ENVO:00002007]				
MFD00199	Sediment	Natural		Freshwater		Running freshwater			56.5964	10.0426	Yes	freshwater biome [ENVO:00000873]	river [ENVO:00000022]	sediment [ENVO:00002007]				
MFD00200	Sediment	Natural		Freshwater		Running freshwater			56.4786	10.4122	Yes	freshwater biome [ENVO:00000873]	river [ENVO:00000022]	sediment [ENVO:00002007]				
MFD00201	Sediment	Natural		Freshwater		Running freshwater			56.3694	9.8979	Yes	freshwater biome [ENVO:00000873]	river [ENVO:00000022]	sediment [ENVO:00002007]				
MFD00202	Sediment	Natural		Freshwater		Running freshwater			56.1275934	10.1386592	Yes	freshwater biome [ENVO:00000873]	river [ENVO:00000022]	sediment [ENVO:00002007]				
MFD00203	Sediment	Natural		Freshwater		Running freshwater			56.6380187	9.8242309	Yes	freshwater biome [ENVO:00000873]	river [ENVO:00000022]	sediment [ENVO:00002007]				
MFD00204	Sediment	Natural		Freshwater		Running freshwater			56.6939891	9.4413264	Yes	freshwater biome [ENVO:00000873]	river [ENVO:00000022]	sediment [ENVO:00002007]				
MFD00205	Sediment	Natural		Freshwater		Running freshwater			56.894572	9.1699704	Yes	freshwater biome [ENVO:00000873]	river [ENVO:00000022]	sediment [ENVO:00002007]				
MFD00206	Sediment	Natural		Freshwater		Running freshwater			56.3848136	10.3733582	Yes	freshwater biome [ENVO:00000873]	river [ENVO:00000022]	sediment [ENVO:00002007]				
MFD00207	Sediment	Natural		Freshwater		Running freshwater			56.2123183	10.2427226	Yes	freshwater biome [ENVO:00000873]	river [ENVO:00000022]	sediment [ENVO:00002007]				
MFD00208	Sediment	Natural		Freshwater		Running freshwater			56.4775128	10.1457771	Yes	freshwater biome [ENVO:00000873]	river [ENVO:00000022]	sediment [ENVO:00002007]				
MFD00209	Sediment	Natural		Freshwater		Running freshwater			56.8989608	10.0722806	Yes	freshwater biome [ENVO:00000873]	river [ENVO:00000022]	sediment [ENVO:00002007]				
MFD00210	Sediment	Natural		Freshwater		Running freshwater			56.4585541	10.0823053	Yes	freshwater biome [ENVO:00000873]	river [ENVO:00000022]	sediment [ENVO:00002007]				
MFD00211	Sediment	Natural		Freshwater		Running freshwater			56.2116558	10.2407541	Yes	freshwater biome [ENVO:00000873]	river [ENVO:00000022]	sediment [ENVO:00002007]				
MFD00212	Sediment	Natural		Freshwater		Running freshwater			56.5326801	10.2769338	Yes	freshwater biome [ENVO:00000873]	river [ENVO:00000022]	sediment [ENVO:00002007]				
MFD00215	Sediment	Natural		Freshwater		Running freshwater			56.899703	9.867686	Yes	freshwater biome [ENVO:00000873]	river [ENVO:00000022]	sediment [ENVO:00002007]				
MFD00216	Sediment	Natural		Freshwater		Running freshwater			56.906323	9.9412071	Yes	freshwater biome [ENVO:00000873]	river [ENVO:00000022]	sediment [ENVO:00002007]				
MFD00217	Sediment	Natural		Freshwater		Running freshwater			56.8963431	9.9232329	Yes	freshwater biome [ENVO:00000873]	river [ENVO:00000022]	sediment [ENVO:00002007]				
MFD00220	Sediment	Natural		Freshwater		Running freshwater			56.988753	9.68019	Yes	freshwater biome [ENVO:00000873]	river [ENVO:00000022]	sediment [ENVO:00002007]				
MFD00221	Sediment	Natural		Freshwater		Running freshwater			56.8636013	9.8582695	Yes	freshwater biome [ENVO:00000873]	river [ENVO:00000022]	sediment [ENVO:00002007]				
MFD00222	Sediment	Natural		Freshwater		Running freshwater			56.8269118	9.808939	Yes	freshwater biome [ENVO:00000873]	river [ENVO:00000022]	sediment [ENVO:00002007]				
MFD00223	Sediment	Natural		Freshwater		Running freshwater			56.8315289	9.8156183	Yes	freshwater biome [ENVO:00000873]	river [ENVO:00000022]	sediment [ENVO:00002007]				
MFD00224	Sediment	Natural		Freshwater		Running freshwater			56.8639534	10.0370327	Yes	freshwater biome [ENVO:00000873]	river [ENVO:00000022]	sediment [ENVO:00002007]				
MFD00226	Sediment	Natural		Freshwater		Running freshwater			56.6924293	9.731801	Yes	freshwater biome [ENVO:00000873]	river [ENVO:00000022]	sediment [ENVO:00002007]				
MFD00227	Sediment	Natural		Freshwater		Running freshwater			55.9829615	10.0005466	Yes	freshwater biome [ENVO:00000873]	river [ENVO:00000022]	sediment [ENVO:00002007]				
MFD00246	Soil	Natural		Dunes		Sea dunes		Fixed dunes (grey dunes)	57.6282	10.3637	Yes	temperate shrubland biome [ENVO:01000215]	coastal dune [ENVO:00000416]	soil [ENVO:00001998]	Fixed dunes (grey dunes)	sand		
MFD00247	Soil	Natural		Bogs, mires and fens		Calcareous fens		Alkaline fens	57.5882	10.078	Yes	flooded grassland biome [ENVO:01000195]	fen [ENVO:00000232]	peat soil [ENVO:00005774]	Alkaline fens	marshlands		
MFD00248	Soil	Natural		Bogs, mires and fens		Sphagnum acid bogs		Rhynchosporion depressions	57.6447	10.4039	Yes	flooded grassland biome [ENVO:01000195]	sphagnum bog [ENVO:00002268]	peat soil [ENVO:00005774]	Rhynchosporion depressions	swamp		
MFD00249	Soil	Agriculture		Fields					57.5169	9.9261	Yes	cropland biome [ENVO:01000245]	agricultural field [ENVO:00000114]	agricultural soil [ENVO:00002259]		row crops		
MFD00250	Soil	Natural		Bogs, mires and fens		Calcareous fens		Alkaline fens	57.5177	9.8799	Yes	flooded grassland biome [ENVO:01000195]	fen [ENVO:00000232]	peat soil [ENVO:00005774]	Alkaline fens	marshlands		
MFD00251	Soil	Agriculture		Fields		Poales, grass		Permanent grass, Low yield	57.581	10.0803	Yes	cropland biome [ENVO:01000245]	agricultural field [ENVO:00000114]	agricultural soil [ENVO:00002259]	Permanent grass, Low yield	pastureland	"[{""has_attribute_label"":""sample qualifier"",""has_value_term_label"":""low yield""}]"	
