fieldsample_barcode	mfd_sampletype	mfd_areatype	mfd_hab1	mfd_hab2	mfd_hab3	habitat_type	source_signal	source_code	source_project	source_file	latitude	longitude
MFD06558	Soil	Natural	Bogs, mires and fens	Calcareous fens	Alkaline fens	natural_soil	natura2000	7230	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.48308411	9.82460671
MFD06559	Soil	Natural	Temperate heath and scrub	Temperate heath	Dry heath	natural_soil	natura2000	4030	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.28528834	8.42897015
MFD06560	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows		natural_soil	natura2000	6400	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.48385451	9.82956436
MFD06561	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows		natural_soil	natura2000	6400	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.47028573	9.84813413
MFD06562	Soil	Natural	Dunes	Sea dunes	Decalcified Empetrum dunes	natural_soil	natura2000	2140	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	57.03005489	8.47641
MFD06563	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows		natural_soil	natura2000	6400	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.48202944	9.81772595
MFD06564	Soil	Natural	Temperate heath and scrub	Temperate heath	Wet heath	natural_soil	natura2000	4010	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.2698132	8.47265081
MFD06565	Soil	Natural	Bogs, mires and fens			natural_soil	natura2000	7000	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.20680968	10.1175086
MFD06566	Soil	Natural				natural_soil	sampletype		P08_5	2022-07-08_mfd-metadata-sustainscapes.xlsx	56.20664815	10.11711239
MFD06567	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland	natural_soil	natura2000	6230	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.22807952	10.57854159
MFD06568	Soil	Natural	Forests	Temperate forests	Beech forests Acidophilous with Ilex	natural_soil	natura2000	9120	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.47811509	9.810754975
MFD06569	Soil	Natural	Forests	Temperate forests	Beech forests Asperulo-Fagetum	natural_soil	natura2000	9130	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.46957527	9.84165865
MFD06570	Soil	Natural	Dunes	Sea dunes	Fixed dunes (grey dunes)	natural_soil	natura2000	2130	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	57.0328026	8.47264269
MFD06571	Soil	Natural	Dunes	Sea dunes	Fixed dunes (grey dunes)	natural_soil	natura2000	2130	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	57.03208574	8.47706894
MFD06572	Soil	Natural	Forests	Temperate forests	Beech forests Luzulo-Fagetum	natural_soil	natura2000	9110	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.47942652	9.82405876
MFD06573	Soil	Natural	Temperate heath and scrub	Temperate heath	Dry heath	natural_soil	natura2000	4030	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.2859938	8.45506143
MFD06574	Soil	Natural	Bogs, mires and fens			natural_soil	natura2000	7000	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.10463781	9.71772235
MFD06575	Soil	Natural	Forests	Temperate forests	Old acidophilous oak woods with Q. robur on sandy plains	natural_soil	natura2000	9190	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.27202763	8.47314154
MFD06576	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows		natural_soil	natura2000	6400	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.48276534	9.82066576
MFD06577	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland	natural_soil	natura2000	6230	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.22804568	10.5631664
MFD06578	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland	natural_soil	natura2000	6230	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.22795907	10.57858623
MFD06579	Soil	Natural				natural_soil	sampletype		P08_5	2022-07-08_mfd-metadata-sustainscapes.xlsx	57.02822159	8.46346774
MFD06582	Soil	Natural	Forests	Temperate forests	Beech forests Asperulo-Fagetum	natural_soil	natura2000	9130	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.47560225	9.815371835
MFD06583	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland	natural_soil	natura2000	6230	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.22860263	10.56634863
MFD06584	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland	natural_soil	natura2000	6230	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.22807707	10.5629607
MFD06585	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland	natural_soil	natura2000	6230	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.2320559	10.57459556
MFD06586	Soil	Natural	Temperate heath and scrub	Temperate heath	Wet heath	natural_soil	natura2000	4010	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.2651896	8.47900863
MFD06587	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland	natural_soil	natura2000	6230	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.2279346	10.56265661
MFD06588	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland	natural_soil	natura2000	6230	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.23200084	10.57446996
MFD06589	Soil	Natural	Forests	Temperate forests	Oak-hornbeam mixed forest	natural_soil	natura2000	9160	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.48424744	9.84019884
MFD06590	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows		natural_soil	natura2000	6400	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.27360234	8.47637836
MFD06591	Soil	Natural	Forests	Temperate forests		natural_soil	natura2000	9100	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	57.02176658	8.47164831
MFD06592	Soil	Natural				natural_soil	sampletype		P08_5	2022-07-08_mfd-metadata-sustainscapes.xlsx	56.10261844	9.72061797
MFD06593	Soil	Natural	Bogs, mires and fens			natural_soil	natura2000	7000	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.10327332	9.71887031
MFD06594	Soil	Natural				natural_soil	sampletype		P08_5	2022-07-08_mfd-metadata-sustainscapes.xlsx	56.10305084	9.72048234
MFD06595	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland	natural_soil	natura2000	6230	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.22812342	10.56343905
MFD06596	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows		natural_soil	natura2000	6400	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.48569741	9.83938874
MFD06597	Soil	Natural	Forests	Temperate forests		natural_soil	natura2000	9100	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.11524121	9.706162965
MFD06598	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland	natural_soil	natura2000	6230	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.22847264	10.56656501
MFD06599	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Molinia meadows	natural_soil	natura2000	6410	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.22662319	10.5897886
MFD06600	Soil	Natural	Forests	Temperate forests		natural_soil	natura2000	9100	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	57.02653118	8.47162379
MFD06601	Soil	Natural	Forests	Temperate forests		natural_soil	natura2000	9100	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.10598518	9.71327416
MFD06602	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland	natural_soil	natura2000	6230	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.23148256	10.57162633
MFD06603	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland	natural_soil	natura2000	6230	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.22872043	10.56835599
MFD06604	Soil	Natural	Forests	Temperate forests	Old acidophilous oak woods with Q. robur on sandy plains	natural_soil	natura2000	9190	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.22560532	10.59174147
MFD06605	Soil	Natural	Forests	Temperate forests		natural_soil	natura2000	9100	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	57.0236924	8.46894162
MFD06606	Soil	Natural	Grassland formations	Semi-natural dry grasslands		natural_soil	natura2000	6200	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.22823363	10.5919251
MFD06607	Soil	Natural	Forests	Temperate forests	Old acidophilous oak woods with Q. robur on sandy plains	natural_soil	natura2000	9190	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.22563775	10.59160199
MFD06608	Soil	Natural				natural_soil	sampletype		P08_5	2022-07-08_mfd-metadata-sustainscapes.xlsx	56.1022403	9.71963528
MFD06610	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Molinia meadows	natural_soil	natura2000	6410	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.48718809	9.85201428
MFD06611	Soil	Natural	Forests	Temperate forests		natural_soil	natura2000	9100	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.11014549	9.7180839
MFD06612	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows		natural_soil	natura2000	6400	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.10713561	9.71653427
MFD06613	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland	natural_soil	natura2000	6230	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.22835107	10.57743646
MFD06614	Soil	Natural	Forests	Temperate forests		natural_soil	natura2000	9100	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	57.02796379	8.47164179
MFD06615	Soil	Natural	Forests	Temperate forests		natural_soil	natura2000	9100	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.29437593	8.43481055
MFD06616	Soil	Natural	Bogs, mires and fens			natural_soil	natura2000	7000	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.20705308	10.11705953
MFD06617	Soil	Natural	Forests	Temperate forests	Oak-hornbeam mixed forest	natural_soil	natura2000	9160	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.4676024	9.86011865
MFD06618	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows		natural_soil	natura2000	6400	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.20700018	10.10799106
MFD06619	Soil	Natural	Forests	Temperate forests		natural_soil	natura2000	9100	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.23058739	10.57484665
MFD06620	Soil	Natural	Forests	Temperate forests	Beech forests Asperulo-Fagetum	natural_soil	natura2000	9130	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.47016839	9.84338785
MFD06621	Soil	Natural	Dunes	Sea dunes	Decalcified Empetrum dunes	natural_soil	natura2000	2140	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	57.03041127	8.47632094
MFD06622	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland	natural_soil	natura2000	6230	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.22806727	10.57573052
MFD06623	Soil	Natural				natural_soil	sampletype		P08_5	2022-07-08_mfd-metadata-sustainscapes.xlsx	57.02770651	8.46263088
MFD06624	Soil	Natural	Forests	Temperate forests	Beech forests Asperulo-Fagetum	natural_soil	natura2000	9130	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.47907724	9.820440445
MFD06625	Soil	Natural	Dunes	Sea dunes	Fixed dunes (grey dunes)	natural_soil	natura2000	2130	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	57.02743487	8.463762625
MFD06626	Soil	Natural	Dunes	Sea dunes	Decalcified Empetrum dunes	natural_soil	natura2000	2140	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	57.02515554	8.47618602
MFD06627	Soil	Natural	Forests	Temperate forests	Beech forests Asperulo-Fagetum	natural_soil	natura2000	9130	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.46472206	9.841652265
MFD06628	Soil	Natural	Forests	Temperate forests	Beech forests Asperulo-Fagetum	natural_soil	natura2000	9130	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.46404739	9.84406272
MFD06629	Soil	Natural	Forests	Temperate forests	Beech forests Asperulo-Fagetum	natural_soil	natura2000	9130	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.46881103	9.852670035
MFD06630	Soil	Natural	Temperate heath and scrub	Temperate heath	Dry heath	natural_soil	natura2000	4030	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.2291728	10.57990644
MFD06631	Soil	Natural	Dunes	Sea dunes	Decalcified Empetrum dunes	natural_soil	natura2000	2140	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	57.02660478	8.475446505
MFD06632	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows		natural_soil	natura2000	6400	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.4820043	9.81578605
MFD06633	Soil	Natural				natural_soil	sampletype		P08_5	2022-07-08_mfd-metadata-sustainscapes.xlsx	56.2084297	10.12138981
MFD06634	Soil	Natural	Forests	Temperate forests	Old acidophilous oak woods with Q. robur on sandy plains	natural_soil	natura2000	9190	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.2281413	10.58395213
MFD06635	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Molinia meadows	natural_soil	natura2000	6410	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.22711407	10.5890919
MFD06636	Soil	Natural	Forests	Temperate forests	Old acidophilous oak woods with Q. robur on sandy plains	natural_soil	natura2000	9190	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.2290448	10.58384719
MFD06637	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Molinia meadows	natural_soil	natura2000	6410	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.22622725	10.58922994
MFD06638	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Molinia meadows	natural_soil	natura2000	6410	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.20751519	10.11975089
MFD06639	Soil	Natural	Forests	Temperate forests	Old acidophilous oak woods with Q. robur on sandy plains	natural_soil	natura2000	9190	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.22558999	10.5931323
MFD06640	Soil	Natural	Temperate heath and scrub	Temperate heath	Wet heath	natural_soil	natura2000	4010	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.28109456	8.451989
MFD06641	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland	natural_soil	natura2000	6230	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.22854646	10.56840633
MFD06642	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Molinia meadows	natural_soil	natura2000	6410	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.22671869	10.58977586
MFD06643	Soil	Natural	Temperate heath and scrub	Temperate heath	Dry heath	natural_soil	natura2000	4030	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.22918413	10.57976191
MFD06644	Soil	Natural	Forests	Temperate forests	Old acidophilous oak woods with Q. robur on sandy plains	natural_soil	natura2000	9190	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.229021	10.58412633
MFD06645	Soil	Natural	Forests	Temperate forests		natural_soil	natura2000	9100	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.0990635	9.72123514
MFD06646	Soil	Natural	Forests	Temperate forests		natural_soil	natura2000	9100	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.09489781	9.7216531
MFD06647	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland	natural_soil	natura2000	6230	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.22807751	10.57600165
MFD06648	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Molinia meadows	natural_soil	natura2000	6410	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.22639617	10.5892072
MFD06649	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland	natural_soil	natura2000	6230	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.22709222	10.56565842
MFD06650	Soil	Natural	Forests	Temperate forests		natural_soil	natura2000	9100	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.11040245	9.69892563
MFD06651	Soil	Natural	Dunes	Sea dunes	Decalcified Empetrum dunes	natural_soil	natura2000	2140	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	57.0303829	8.47396666
MFD06652	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland	natural_soil	natura2000	6230	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.23048548	10.57245125
MFD06653	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland	natural_soil	natura2000	6230	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.22775768	10.57455931
MFD06654	Soil	Natural	Bogs, mires and fens	Sphagnum acid bogs	Quaking bogs	natural_soil	natura2000	7140	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.28423204	8.46691033
MFD06655	Soil	Natural	Dunes	Sea dunes	Decalcified Empetrum dunes	natural_soil	natura2000	2140	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	57.01589681	8.46883857
MFD06656	Soil	Natural	Forests	Temperate forests		natural_soil	natura2000	9100	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.2647972	8.45987512
MFD06657	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland	natural_soil	natura2000	6230	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.22766362	10.57460189
MFD06658	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland	natural_soil	natura2000	6230	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.22851328	10.57772656
MFD06659	Soil	Natural	Forests	Temperate forests		natural_soil	natura2000	9100	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.23064176	10.57522016
MFD06660	Soil	Natural	Dunes	Sea dunes	Decalcified Empetrum dunes	natural_soil	natura2000	2140	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	57.03000235	8.47706143
MFD06661	Soil	Natural	Dunes	Sea dunes	Fixed dunes (grey dunes)	natural_soil	natura2000	2130	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	57.01814359	8.45258179
MFD06662	Soil	Natural	Temperate heath and scrub	Temperate heath	Dry heath	natural_soil	natura2000	4030	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.28697994	8.45288705
MFD06663	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland	natural_soil	natura2000	6230	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.20008629	10.52051681
MFD06664	Soil	Natural	Forests	Temperate forests		natural_soil	natura2000	9100	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	56.08338874	12.41138526
MFD06665	Soil	Natural	Bogs, mires and fens	Sphagnum acid bogs	Active raised bogs	natural_soil	natura2000	7110	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	55.293867	11.79785
MFD06666	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Calcareous grassland	natural_soil	natura2000	6210	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	55.73651807	11.99261657
MFD06669	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Molinia meadows	natural_soil	natura2000	6410	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	55.151751	15.087802
MFD06671	Soil	Natural	Forests	Temperate forests	Beech forests Luzulo-Fagetum	natural_soil	natura2000	9110	P08_5	230524_SustainScapes_MFD_HabitatClasses_ForVibeke.txt	55.83344303	12.48643097
MFD06672	Water	Natural				natural_soil	sampletype		P08_5	2022-07-08_mfd-metadata-sustainscapes.xlsx	55.129549	14.940095
